MISSIONS,COMPETENCES
21;53;54
22;55;56
23;57;58
24;59;60
25;61;62
26;71;72
27;73;74
28;75;76
29;77;78
30;79;80
33;85;86
32;83;84
34;87;88
35;89;90
36;91;92
37;93;94
38;95;96
39;97;98
40;99;100
41;101;102
42;103;104
43;105;106
45;109;110
46;111;112
47;113;114
48;115;116
49;117;118
50;119;120
51;121;122
52;123;124
53;125;126
54;127;128
55;129;130
56;131;132
57;133;134
58;135;136
59;137;138
60;139;140
61;141;142
62;143;144
63;145;146
64;147;148
65;149;150
66;151;152
67;153;154
68;155;156
69;157;158
70;159;160
71;161;162
72;163;164
73;165;166
74;167;168
75;169;170
76;171;172
77;173;174
78;175;176
79;177;178
80;179;180
81;181;182
82;183;184
83;185;186
84;187;188
85;189;190
86;191;192
87;193;194
88;195;196
89;197;198
90;199;200
91;201;202
92;203;204
93;205;206
94;207;208
95;209;210
96;211;212
97;213;214
97;214;215
98;216;217
99;218;219
100;220;221
101;222;223
102;224;225
104;228;229
105;230;231
106;201;202
107;203;204
108;205;206
109;207;208
110;209;210
111;211;212
112;213;214
113;215;216
114;217;218
115;219;220
116;221;222
117;223;224
118;225;226
119;227;228
120;229;230
121;231;232
122;233;234
123;235;236
124;237;238
125;239;240
126;241;242
127;243;244
128;245;246
129;247;248
130;249;250
131;251;252
132;253;254
133;255;256
134;257;258
135;259;260
136;261;262
137;263;264
138;265;266
139;267;268
140;269;270
141;271;272
142;273;274
143;275;276
144;277;278
145;279;280
146;281;282
147;283;284
148;285;286
149;287;288
150;289;290
151;291;292
152;293;294
153;295;296
154;297;298
155;299;300
156;301;302
157;303;304
158;305;306
159;307;308
160;309;310
161;311;312
162;313;314
163;315;316
164;317;318
165;319;320
166;321;322
167;323;324
168;325;326
169;327;328
170;329;330
171;331;332
172;333;334
173;335;336
174;337;338
175;339;340
176;341;342
177;343;344
178;345;346
179;347;348
180;349;350
181;351;352
182;353;354
183;355;356
184;357;358
185;359;360
186;361;362
187;363;364
188;365;366
189;367;368
190;369;370
191;371;372
192;373;374
193;375;376
194;377;378
195;379;380
196;381;382
197;383;384
198;385;386
199;387;388
200;389;390
201;391;392
202;393;394
203;395;396
204;397;398
205;399;400
206;401;402
207;403;404
208;405;406
209;407;408
210;409;410
211;411;412
212;413;414
213;415;416
214;417;418
215;419;420
216;421;422
217;423;424
218;425;426
219;427;428
220;429;430
221;431;432
222;433;434
223;435;436
224;437;438
225;439;440
226;441;442
227;443;444
228;445;446
229;447;448
230;449;450
231;451;452
232;453;454
233;455;456
234;457;458
235;459;460
236;461;462
237;463;464
238;465;466
239;467;468
240;469;470
241;471;472
242;473;474
243;475;476
244;477;478
245;479;480
246;481;482
247;483;484
248;485;486
249;487;488
250;489;490
251;491;492
252;493;494
253;495;496
254;497;498
255;499;500
256;501;502
257;503;504
258;505;506
259;507;508
260;509;510
261;511;512
262;513;514
263;515;516
264;517;518
265;519;520
266;521;522
267;523;524
268;525;526
269;527;528
270;529;530
271;531;532
272;533;534
273;535;536
274;537;538
275;539;540
276;541;542
277;543;544
278;545;546
279;547;548
280;549;550
281;551;552
282;553;554
283;555;556
284;557;558
285;559;560
286;561;562
287;563;564
288;565;566
289;567;568
290;569;570
291;571;572
292;573;574
293;575;576
294;577;578
295;579;580
296;581;582
297;583;584
298;585;586
299;587;588
300;589;590
301;591;592
302;593;594
303;595;596
304;597;598
305;599;600
306;601;602
307;603;604
308;605;606
309;607;608
310;609;610
311;611;612
312;613;614
313;615;616
314;617;618
315;619;620
316;621;622
317;623;624
318;625;626
319;627;628
320;629;630
321;631;632
322;633;634
323;635;636
324;637;638
325;639;640
326;641;642
327;643;644
328;645;646
329;647;648
330;649;650
331;651;652
332;653;654
333;655;656
334;657;658
335;659;660
336;661;662
337;663;664
338;665;666
339;667;668
340;669;670
341;671;672
342;673;674
343;675;676
344;677;678
345;679;680
346;681;682
347;683;684
348;685;686
349;687;688
350;689;690
351;691;692
352;693;694
353;695;696
354;697;698
355;699;700
356;701;702
357;703;704
358;705;706
359;707;708
360;709;710
361;711;712
362;713;714
363;715;716
364;717;718
365;719;720
366;721;722
367;723;724
368;725;726
369;727;728
370;729;730
371;731;732
372;733;734
373;735;736
374;737;738
375;739;740
376;741;742
377;743;744
378;745;746
379;747;748
380;749;750
381;751;752
382;753;754
383;755;756
384;757;758
385;759;760
386;761;762
387;763;764
388;765;766
389;767;768
390;769;770
391;771;772
392;773;774
393;775;776
394;777;778
395;779;780
396;781;782
397;783;784
398;785;786
399;787;788
400;789;790
401;791;792
402;793;794
403;795;796
404;797;798
405;799;800
406;801;802
407;803;804
408;805;806
409;807;808
410;809;810
411;811;812
412;813;814
413;815;816
414;817;818
415;819;820
416;821;822
417;823;824
418;825;826
419;827;828
420;829;830
421;831;832
422;833;834
423;835;836
424;837;838
425;839;840
426;841;842
427;843;844
428;845;846
429;847;848
430;849;850
431;851;852
432;853;854
433;855;856
434;857;858
435;859;860
436;861;862
437;863;864
438;865;866
439;867;868
440;869;870
441;871;872
442;873;874
443;875;876
444;877;878
445;879;880
446;881;882
447;883;884
448;885;886
449;887;888
450;889;890
451;891;892
452;893;894
453;895;896
454;897;898
455;899;900
456;901;902
457;903;904
458;905;906
459;907;908
460;909;910
461;911;912
462;913;914
463;915;916
464;917;918
465;919;920
466;921;922
467;923;924
468;925;926
469;927;928
470;929;930
471;931;932
472;933;934
473;935;936
474;937;938
475;939;940
476;941;942
477;943;944
478;945;946
479;947;948
480;949;950
481;951;952
482;953;954
483;955;956
484;957;958
485;959;960
486;961;962
487;963;964
488;965;966
489;967;968
490;969;970
491;971;972
492;973;974
493;975;976
494;977;978
495;979;980
496;981;982
497;983;984
498;985;986
499;987;988
500;989;990
501;991;992
502;993;994
503;995;996
504;997;998
505;999;1000
506;1001;1002
507;1003;1004
508;1005;1006
509;1007;1008
510;1009;1010
511;1011;1012
512;1013;1014
513;1015;1016
514;1017;1018
515;1019;1020
516;1021;1022
517;1023;1024
518;1025;1026
519;1027;1028
520;1029;1030
521;1031;1032
522;1033;1034
523;1035;1036
524;1037;1038
525;1039;1040
526;1041;1042
527;1043;1044
528;1045;1046
529;1047;1048
530;1049;1050
531;1051;1052
532;1053;1054
533;1055;1056
534;1057;1058
535;1059;1060
536;1061;1062
537;1063;1064
538;1065;1066
539;1067;1068
540;1069;1070
541;1071;1072
542;1073;1074
543;1075;1076
544;1077;1078
545;1079;1080
546;1081;1082
547;1083;1084
548;1085;1086
549;1087;1088
550;1089;1090
551;1091;1092
552;1093;1094
553;1095;1096
554;1097;1098
555;1099;1100
556;1101;1102
557;1103;1104
558;1105;1106
559;1107;1108
560;1109;1110
561;1111;1112
562;1113;1114
563;1115;1116
564;1117;1118
565;1119;1120
566;1121;1122
567;1123;1124
568;1125;1126
569;1127;1128
570;1129;1130
571;1131;1132
572;1133;1134
573;1135;1136
574;1137;1138
575;1139;1140
576;1141;1142
577;1143;1144
578;1145;1146
579;1147;1148
580;1149;1150
581;1151;1152
582;1153;1154
583;1155;1156
584;1157;1158
585;1159;1160
586;1161;1162
587;1163;1164
588;1165;1166
589;1167;1168
590;1169;1170
591;1171;1172
592;1173;1174
593;1175;1176
594;1177;1178
595;1179;1180
596;1181;1182
597;1183;1184
598;1185;1186
599;1187;1188
600;1189;1190
601;1191;1192
602;1193;1194
603;1195;1196
604;1197;1198
605;1199;1200
606;1201;1202
607;1203;1204
608;1205;1206
609;1207;1208
610;1209;1210
611;1211;1212
612;1213;1214
613;1215;1216
614;1217;1218
615;1219;1220
616;1221;1222
617;1223;1224
618;1225;1226
619;1227;1228
620;1229;1230
621;1231;1232
622;1233;1234
623;1235;1236
624;1237;1238
625;1239;1240
626;1241;1242
627;1243;1244
