Employe;Liste Competences
1;B.3.;C.3.;
2;D.10.;E.4.;E.6.;E.8.;
3;A.2.;A.7.;C.1.;D.5.;E.7.;E.9.;
4;A.5.;A.7.;C.1.;C.2.;D.6.;D.7.;E.8.;
5;C.2.;E.4.;
6;C.2.;D.8.;D.9.;E.6.;E.9.;
7;A.1.;A.2.;A.3.;B.2.;C.1.;C.3.;E.2.;
8;A.5.;B.4.;C.1.;D.1.;D.3.;D.4.;
9;A.1.;A.6.;E.1.;E.8.;
10;A.5.;C.2.;
11;D.8.;E.4.;
12;A.3.;B.5.;D.9.;E.1.;E.7.;E.8.;
13;A.6.;C.3.;
14;A.8.;B.2.;E.4.;E.7.;
15;B.5.;D.8.;E.1.;
16;A.1.;B.3.;C.4.;D.8.;D.9.;
17;B.5.;D.1.;D.4.;E.8.;
18;B.2.;B.3.;C.1.;D.2.;D.6.;D.9.;E.2.;
19;A.3.;A.5.;A.6.;C.4.;
20;B.1.;B.4.;
21;A.3.;B.2.;C.2.;D.6.;D.9.;E.9.;
22;A.4.;A.6.;A.8.;D.4.;D.5.;D.7.;
23;C.3.;E.2.;
24;A.6.;B.3.;C.3.;D.2.;
25;A.1.;B.2.;C.2.;D.3.;E.6.;
26;A.1.;A.3.;B.2.;B.5.;D.9.;E.7.;
27;D.7.;E.5.;
28;A.3.;A.5.;B.3.;C.2.;
29;A.8.;B.5.;D.6.;D.9.;
30;B.1.;B.5.;C.2.;D.2.;E.1.;E.2.;
31;A.3.;A.5.;A.6.;D.2.;D.4.;E.3.;E.4.;
32;A.6.;B.4.;D.6.;
33;A.2.;C.2.;C.3.;D.5.;
34;A.5.;B.3.;D.3.;
35;B.1.;D.9.;E.2.;
36;A.2.;A.4.;
37;A.5.;A.7.;B.2.;D.5.;D.10.;E.9.;
38;A.3.;C.1.;D.5.;D.10.;E.1.;
39;A.4.;A.7.;B.1.;B.3.;D.5.;E.2.;E.4.;
40;B.4.;B.5.;D.3.;E.1.;E.8.;
41;A.7.;C.1.;C.2.;D.3.;D.9.;
42;A.6.;A.8.;B.4.;B.5.;C.1.;E.3.;E.8.;
43;C.2.;D.7.;E.7.;
44;A.4.;E.6.;
45;A.3.;A.4.;C.4.;E.3.;E.6.;
46;A.3.;A.4.;B.1.;D.5.;D.6.;E.6.;
47;B.1.;D.2.;D.3.;D.4.;D.9.;
48;A.4.;A.6.;E.7.;
49;B.1.;B.3.;D.2.;D.4.;D.10.;E.6.;E.9.;
50;A.3.;A.8.;B.1.;B.4.;D.8.;D.9.;E.1.;

51;A.1.;C.1.
52;A.1.;C.1.
53;A.1.;C.1.
54;A.1.;C.1.
55;A.1.;C.1.
56;A.1.;C.1.
57;A.1.;C.1.
58;A.1.;C.1.
59;A.1.;C.1.
60;A.1.;C.1.
61;A.1.;C.1.
62;A.1.;C.1.
63;A.1.;C.1.
64;A.1.;C.1.
65;A.1.;C.1.
66;A.1.;C.1.
67;A.1.;C.1.
68;A.1.;C.1.
69;A.1.;C.1.
70;A.1.;C.1.
71;A.1.;C.1.
72;A.1.;C.1.
73;A.1.;C.1.
74;A.1.;C.1.
75;A.1.;C.1.
76;A.1.;C.1.
77;A.1.;C.1.
78;A.1.;C.1.
79;A.1.;C.1.
80;A.1.;C.1.
81;A.1.;C.1.
82;A.1.;C.1.
83;A.1.;C.1.
84;A.1.;C.1.
85;A.1.;C.1.
86;A.1.;C.1.
87;A.1.;C.1.
88;A.1.;C.1.
89;A.1.;C.1.
90;A.1.;C.1.
91;A.1.;C.1.
92;A.1.;C.1.
93;A.1.;C.1.
94;A.1.;C.1.
95;A.1.;C.1.
96;A.1.;C.1.
97;A.1.;C.1.
98;A.1.;C.1.
99;A.1.;C.1.
100;A.1.;C.1.
101;A.1.;C.1.
102;A.1.;C.1.
103;A.1.;C.1.
104;A.1.;C.1.
105;A.1.;C.1.
106;A.1.;C.1.
107;A.1.;C.1.
108;A.1.;C.1.
109;A.1.;C.1.
110;A.1.;C.1.
111;A.1.;C.1.
112;A.1.;C.1.
113;A.1.;C.1.
114;A.1.;C.1.
115;A.1.;C.1.
116;A.1.;C.1.
117;A.1.;C.1.
118;A.1.;C.1.
119;A.1.;C.1.
120;A.1.;C.1.
121;A.1.;C.1.
122;A.1.;C.1.
123;A.1.;C.1.
124;A.1.;C.1.
125;A.1.;C.1.
126;A.1.;C.1.
127;A.1.;C.1.
128;A.1.;C.1.
129;A.1.;C.1.
130;A.1.;C.1.
131;A.1.;C.1.
132;A.1.;C.1.
133;A.1.;C.1.
134;A.1.;C.1.
135;A.1.;C.1.
136;A.1.;C.1.
137;A.1.;C.1.
138;A.1.;C.1.
139;A.1.;C.1.
140;A.1.;C.1.
141;A.1.;C.1.
142;A.1.;C.1.
143;A.1.;C.1.
144;A.1.;C.1.
145;A.1.;C.1.
146;A.1.;C.1.
147;A.1.;C.1.
148;A.1.;C.1.
149;A.1.;C.1.
150;A.1.;C.1.
151;A.1.;C.1.
152;A.1.;C.1.
153;A.1.;C.1.
154;A.1.;C.1.
155;A.1.;C.1.
156;A.1.;C.1.
157;A.1.;C.1.
158;A.1.;C.1.
159;A.1.;C.1.
160;A.1.;C.1.
161;A.1.;C.1.
162;A.1.;C.1.
163;A.1.;C.1.
164;A.1.;C.1.
165;A.1.;C.1.
166;A.1.;C.1.
167;A.1.;C.1.
168;A.1.;C.1.
169;A.1.;C.1.
170;A.1.;C.1.
171;A.1.;C.1.
172;A.1.;C.1.
173;A.1.;C.1.
174;A.1.;C.1.
175;A.1.;C.1.
176;A.1.;C.1.
177;A.1.;C.1.
178;A.1.;C.1.
179;A.1.;C.1.
180;A.1.;C.1.
181;A.1.;C.1.
182;A.1.;C.1.
183;A.1.;C.1.
184;A.1.;C.1.
185;A.1.;C.1.
186;A.1.;C.1.
187;A.1.;C.1.
188;A.1.;C.1.
189;A.1.;C.1.
190;A.1.;C.1.
191;A.1.;C.1.
192;A.1.;C.1.
193;A.1.;C.1.
194;A.1.;C.1.
195;A.1.;C.1.
196;A.1.;C.1.
197;A.1.;C.1.
198;A.1.;C.1.
199;A.1.;C.1.
200;A.1.;C.1.
201;A.1.;C.1.
202;A.1.;C.1.
203;A.1.;C.1.
204;A.1.;C.1.
205;A.1.;C.1.
206;A.1.;C.1.
207;A.1.;C.1.
208;A.1.;C.1.
209;A.1.;C.1.
210;A.1.;C.1.
211;A.1.;C.1.
212;A.1.;C.1.
213;A.1.;C.1.
214;A.1.;C.1.
215;A.1.;C.1.
216;A.1.;C.1.
217;A.1.;C.1.
218;A.1.;C.1.
219;A.1.;C.1.
220;A.1.;C.1.
