Mission; personnel
47;7;2;5
48;8;2;5
49;9;2;5
50;10;2;5
51;11;2;5
52;12;2;5
53;13;2;5
54;14;2;5
55;15;2;5
56;16;2;5
57;17;2;5
58;18;2;5
59;19;2;5
60;20;2;5
61;21;2;5
62;22;2;5
63;23;2;5
64;24;2;5
65;25;2;5
66;26;2;5
67;27;2;5
68;28;2;5
69;29;2;5
70;30;2;5
71;31;2;5
72;32;2;5
73;33;2;5
74;34;2;5
75;35;2;5
76;36;2;5
77;37;2;5
78;38;2;5
79;39;2;5
80;40;2;5
81;41;2;5
82;42;2;5
83;43;2;5
84;44;2;5
85;45;2;5
86;46;2;5
87;47;2;5
88;48;2;5
89;49;2;5
90;50;2;5
91;51;2;5
92;52;2;5
93;53;2;5
94;54;2;5
95;55;2;5
96;56;2;5
97;57;2;5
97;57;2;5
98;58;2;5
99;59;2;5
100;60;2;5
101;61;2;5
102;62;2;5
104;5;2;5
105;6;2;5
106;51;2;5
107;52;2;5
108;53;2;5
109;54;2;5
110;55;2;5
111;56;2;5
112;57;2;5
113;58;2;5
114;59;2;5
115;60;2;5
116;61;2;5
117;62;2;5
118;63;2;5
119;64;2;5
120;65;2;5
121;66;2;5
122;67;2;5
123;68;2;5
124;69;2;5
125;70;2;5
126;71;2;5
127;72;2;5
128;73;2;5
129;74;2;5
130;75;2;5
131;76;2;5
132;77;2;5
133;78;2;5
134;79;2;5
135;80;2;5
136;81;2;5
137;82;2;5
138;83;2;5
139;84;2;5
140;85;2;5
141;86;2;5
142;87;2;5
143;88;2;5
144;89;2;5
145;90;2;5
146;91;2;5
147;92;2;5
148;93;2;5
149;94;2;5
150;95;2;5
151;96;2;5
152;97;2;5
153;98;2;5
154;99;2;5
155;100;2;5
156;101;2;5
157;102;2;5
158;103;2;5
159;104;2;5
160;105;2;5
161;106;2;5
162;107;2;5
163;108;2;5
164;109;2;5
165;110;2;5
166;111;2;5
167;112;2;5
168;113;2;5
169;114;2;5
170;115;2;5
171;116;2;5
172;117;2;5
173;118;2;5
174;119;2;5
175;120;2;5
176;121;2;5
177;122;2;5
178;123;2;5
179;124;2;5
180;125;2;5
181;126;2;5
182;127;2;5
183;128;2;5
184;129;2;5
185;130;2;5
186;131;2;5
187;132;2;5
188;133;2;5
189;134;2;5
190;135;2;5
191;136;2;5
192;137;2;5
193;138;2;5
194;139;2;5
195;140;2;5
196;141;2;5
197;142;2;5
198;143;2;5
199;144;2;5
200;145;2;5
201;146;2;5
202;147;2;5
203;148;2;5
204;149;2;5
205;150;2;5
206;151;2;5
207;152;2;5
208;153;2;5
209;154;2;5
210;155;2;5
211;156;2;5
212;157;2;5
213;158;2;5
214;159;2;5
215;160;2;5
216;161;2;5
217;162;2;5
218;163;2;5
219;164;2;5
220;165;2;5
221;166;2;5
222;167;2;5
223;168;2;5
224;169;2;5
225;170;2;5
226;171;2;5
227;172;2;5
228;173;2;5
229;174;2;5
230;175;2;5
231;176;2;5
232;177;2;5
233;178;2;5
234;179;2;5
235;180;2;5
236;181;2;5
237;182;2;5
238;183;2;5
239;184;2;5
240;185;2;5
241;186;2;5
242;187;2;5
243;188;2;5
244;189;2;5
245;190;2;5
246;191;2;5
247;192;2;5
248;193;2;5
249;194;2;5
250;195;2;5
251;196;2;5
252;197;2;5
253;198;2;5
254;199;2;5
255;200;2;5
256;201;2;5
257;202;2;5
258;203;2;5
259;204;2;5
260;205;2;5
261;206;2;5
262;207;2;5
263;208;2;5
264;209;2;5
265;210;2;5
266;211;2;5
267;212;2;5
268;213;2;5
269;214;2;5
270;215;2;5
271;216;2;5
272;217;2;5
273;218;2;5
274;219;2;5
275;220;2;5
276;221;2;5
277;222;2;5
278;223;2;5
279;224;2;5
280;225;2;5
281;226;2;5
282;227;2;5
283;228;2;5
284;229;2;5
285;230;2;5
286;231;2;5
287;232;2;5
288;233;2;5
289;234;2;5
290;235;2;5
291;236;2;5
292;237;2;5
293;238;2;5
294;239;2;5
295;240;2;5
296;241;2;5
297;242;2;5
298;243;2;5
299;244;2;5
300;245;2;5
301;246;2;5
302;247;2;5
303;248;2;5
304;249;2;5
305;250;2;5
306;251;2;5
307;252;2;5
308;253;2;5
309;254;2;5
310;255;2;5
311;256;2;5
312;257;2;5
313;258;2;5
314;259;2;5
315;260;2;5
316;261;2;5
317;262;2;5
318;263;2;5
319;264;2;5
320;265;2;5
321;266;2;5
322;267;2;5
323;268;2;5
324;269;2;5
325;270;2;5
326;271;2;5
327;272;2;5
328;273;2;5
329;274;2;5
330;275;2;5
331;276;2;5
332;277;2;5
333;278;2;5
334;279;2;5
335;280;2;5
336;281;2;5
337;282;2;5
338;283;2;5
339;284;2;5
340;285;2;5
341;286;2;5
342;287;2;5
343;288;2;5
344;289;2;5
345;290;2;5
346;291;2;5
347;292;2;5
348;293;2;5
349;294;2;5
350;295;2;5
351;296;2;5
352;297;2;5
353;298;2;5
354;299;2;5
355;300;2;5
356;301;2;5
357;302;2;5
358;303;2;5
359;304;2;5
360;305;2;5
361;306;2;5
362;307;2;5
363;308;2;5
364;309;2;5
365;310;2;5
366;311;2;5
367;312;2;5
368;313;2;5
369;314;2;5
370;315;2;5
371;316;2;5
372;317;2;5
373;318;2;5
374;319;2;5
375;320;2;5
376;321;2;5
377;322;2;5
378;323;2;5
379;324;2;5
380;325;2;5
381;326;2;5
382;327;2;5
383;328;2;5
384;329;2;5
385;330;2;5
386;331;2;5
387;332;2;5
388;333;2;5
389;334;2;5
390;335;2;5
391;336;2;5
392;337;2;5
393;338;2;5
394;339;2;5
395;340;2;5
396;341;2;5
397;342;2;5
398;343;2;5
399;344;2;5
400;345;2;5
401;346;2;5
402;347;2;5
403;348;2;5
404;349;2;5
405;350;2;5
406;351;2;5
407;352;2;5
408;353;2;5
409;354;2;5
410;355;2;5
411;356;2;5
412;357;2;5
413;358;2;5
414;359;2;5
415;360;2;5
416;361;2;5
417;362;2;5
418;363;2;5
419;364;2;5
420;365;2;5
421;366;2;5
422;367;2;5
423;368;2;5
424;369;2;5
425;370;2;5
426;371;2;5
427;372;2;5
428;373;2;5
429;374;2;5
430;375;2;5
431;376;2;5
432;377;2;5
433;378;2;5
434;379;2;5
435;380;2;5
436;381;2;5
437;382;2;5
438;383;2;5
439;384;2;5
440;385;2;5
441;386;2;5
442;387;2;5
443;388;2;5
444;389;2;5
445;390;2;5
446;391;2;5
447;392;2;5
448;393;2;5
449;394;2;5
450;395;2;5
451;396;2;5
452;397;2;5
453;398;2;5
454;399;2;5
455;400;2;5
456;401;2;5
457;402;2;5
458;403;2;5
459;404;2;5
460;405;2;5
461;406;2;5
462;407;2;5
463;408;2;5
464;409;2;5
465;410;2;5
466;411;2;5
467;412;2;5
468;413;2;5
469;414;2;5
470;415;2;5
471;416;2;5
472;417;2;5
473;418;2;5
474;419;2;5
475;420;2;5
476;421;2;5
477;422;2;5
478;423;2;5
479;424;2;5
480;425;2;5
481;426;2;5
482;427;2;5
483;428;2;5
484;429;2;5
485;430;2;5
486;431;2;5
487;432;2;5
488;433;2;5
489;434;2;5
490;435;2;5
491;436;2;5
492;437;2;5
493;438;2;5
494;439;2;5
495;440;2;5
496;441;2;5
